,companyName,ranking,craftWebsite,companyWebsite,tags,HQ,employeeNumber,description,dateString
394,Frontier Communications,393,https://craft.co/frontier-communications,frontier.com,"['Mobile & Telecommunications', 'broadband', 'internet provider', 'mobile provider', 'satellite', 'telecommunications', 'television', 'video', 'wireless']","Norwalk, US","16,302","Frontier Communications has 16,302 employees at their 1 location and $8.11 B in annual revenue in FY 2019. See insights on Frontier Communications including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
395,JetBlue Airways,394,https://craft.co/jetblue-airways,jetblue.com,"['Automotive & Transportation', 'airlines', 'aviation']","Long Island City, NY, US","18,535","JetBlue Airways has 18,535 employees at their 1 location and $8.09 B in annual revenue in FY 2019. See insights on JetBlue Airways including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
396,Citizens Financial Group,395,https://craft.co/citizens-financial-group,citizensbank.com,"['Financial Services', 'auto loans', 'banks', 'commercial banks', 'fintech', 'holding company', 'leasing', 'mortgages', 'student loans']","Providence, US","18,000","Citizens Financial Group has 18,000 employees at their 1 location and $8.07 B in annual revenue in FY 2019. See insights on Citizens Financial Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
397,Raymond James Financial,396,https://craft.co/raymond-james,raymondjames.com,"['Financial Services', 'brokerage', 'financial management', 'holding company', 'investment management', 'private equity']","St. Petersburg, US","14,200","Raymond James has 14,200 employees across 14 locations and $8.02 B in annual revenue in FY 2019. See insights on Raymond James including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
398,Foot Locker,397,https://craft.co/foot-locker,footlocker-inc.com,"['Retail', 'accessories', 'clothing', 'footwear', 'sport']","New York, US","15,470","Foot Locker has 15,470 employees across 5 locations and $8.01 B in annual revenue in FY 2020. See insights on Foot Locker including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
399,Hershey,398,https://craft.co/hershey,thehersheycompany.com,"['Food & Beverage', 'Manufacturing & Industrial', 'nutrition', 'processed food']","Hershey, US","14,520","Hershey has 14,520 employees across 20 locations and $7.99 B in annual revenue in FY 2019. See insights on Hershey including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
400,Zimmer Biomet Holdings,399,https://craft.co/zimmer-biomet,zimmerbiomet.com,"['Healthcare', 'medical devices', 'medtech', 'surgical solutions']","Warsaw, US","19,900","Zimmer Biomet has 19,900 employees across 59 locations and $7.98 B in annual revenue in FY 2019. See insights on Zimmer Biomet including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
401,Cincinnati Financial,400,https://craft.co/cincinnati-financial-corporation,cinfin.com,"['Financial Services', 'car insurance', 'home insurance', 'insurance', 'leasing', 'life insurance']","Fairfield, US","5,148","Cincinnati Financial Corporation has 5,148 employees across 3 locations and $7.92 B in annual revenue in FY 2019. See insights on Cincinnati Financial Corporation including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
402,Western & Southern Financial Group,401,https://craft.co/western-southern-financial-group,westernsouthern.com,"['Financial Services', 'insurance', 'investment management']","Cincinnati, US","4,560","Western & Southern Financial Group has 4,560 employees at their 1 location. See insights on Western & Southern Financial Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
403,W.R. Berkley,402,https://craft.co/w-r-meadows,wrmeadows.com,"['Manufacturing & Industrial', 'building materials', 'chemicals']","Hampshire, US",153,"W. R. Meadows has 153 employees across 14 locations. See insights on W. R. Meadows including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
404,Motorola Solutions,403,https://craft.co/motorola-solutions,motorolasolutions.com,"['Manufacturing & Industrial', 'Technology', 'application software', 'communication equipment', 'consumer electronics', 'electronics', 'telecommunications']","Chicago, US","17,000","Motorola Solutions has 17,000 employees across 36 locations and $7.89 B in annual revenue in FY 2019. See insights on Motorola Solutions including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
405,Thor Industries,404,https://craft.co/thor-industries,thorindustries.com,"['Automotive & Transportation', 'Manufacturing & Industrial', 'auto parts', 'vehicles']","Elkhart, US","22,250","THOR Industries has 22,250 employees across 2 locations and $8.17 B in annual revenue in FY 2020. See insights on THOR Industries including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
406,Regeneron Pharmaceuticals,405,https://craft.co/regeneron-pharmaceuticals,regeneron.com,"['Healthcare', 'biotech', 'clinical research', 'drug development', 'pharma']","Tarrytown, US","8,100","Regeneron Pharmaceuticals has 8,100 employees across 8 locations and $7.86 B in annual revenue in FY 2019. See insights on Regeneron Pharmaceuticals including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
407,Spirit AeroSystems Holdings,406,https://craft.co/spirit-aerosystems,spiritaero.com,"['Manufacturing & Industrial', 'aerospace', 'aviation', 'defense', 'engines', 'mechanical components']","Wichita, US","18,200","Spirit AeroSystems has 18,200 employees across 8 locations and $7.86 B in annual revenue in FY 2019. See insights on Spirit AeroSystems including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
408,J.M. Smucker,407,https://craft.co/the-jm-smucker,jmsmucker.com,"['Food & Beverage', 'food additives', 'nutrition', 'processed food']","Orrville, US","7,400","The J. M. Smucker has 7,400 employees across 2 locations. See insights on The J. M. Smucker including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
409,PPL,408,https://craft.co/ppl,pplmotorhomes.com,"['Automotive & Transportation', 'auto dealers', 'auto parts', 'vehicles']","Houston, TX, US",28,"PPL has 28 employees across 3 locations. See insights on PPL including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
410,Insight Enterprises,409,https://craft.co/insight,insight.com,"['Technology', 'business intelligence', 'cloud', 'data management', 'data storage', 'database', 'enterprise software', 'it services', 'security', 'virtualization']","Tempe, US","11,261","Insight has 11,261 employees across 97 locations and $7.73 B in annual revenue in FY 2019. See insights on Insight including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
411,Quest Diagnostics,410,https://craft.co/quest-diagnostics,questdiagnostics.com,"['Healthcare', 'clinical research', 'clinics', 'medical diagnostics']","Secaucus, US","47,000","Quest Diagnostics has 47,000 employees across 5 locations and $7.73 B in annual revenue in FY 2019. See insights on Quest Diagnostics including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
412,KeyCorp,411,https://craft.co/keycorp,key.com,"['Financial Services', 'banks', 'investment management', 'mortgages', 'student loans']","Cleveland, US","16,537","KeyCorp has 16,537 employees at their 1 location and $6.40 B in annual revenue in FY 2019. See insights on KeyCorp including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
413,Veritiv,412,https://craft.co/veritiv,veritivcorp.com,"['Manufacturing & Industrial', 'chemicals', 'consumer goods', 'distribution', 'logistics', 'packaging', 'paper and packaging', 'printing']","Atlanta, US","8,000","Veritiv has 8,000 employees across 159 locations and $7.66 B in annual revenue in FY 2019. See insights on Veritiv including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
414,DCP Midstream,413,https://craft.co/dcp-midstream,dcpmidstream.com,"['Energy & Utilities', 'natural gas', 'oil & gas', 'petroleum']","Denver, CO, US","2,267","DCP Midstream Partners has 2,267 employees across 5 locations and $7.63 B in annual revenue in FY 2019. See insights on DCP Midstream Partners including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
415,American Tower,414,https://craft.co/american-tower,americantower.com,"['Mobile & Telecommunications', 'infrastructure', 'public relations', 'telecommunications', 'wireless']","Boston, US","5,454","American Tower has 5,454 employees across 46 locations and $7.58 B in annual revenue in FY 2019. See insights on American Tower including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
416,Graybar Electric,415,https://craft.co/graybar,graybar.com,"['Retail', 'communication equipment', 'distribution', 'electronic components', 'hvac', 'mechanical components', 'supply chain']","Clayton, US","9,000","Graybar has 9,000 employees across 22 locations and $7.52 B in annual revenue in FY 2019. See insights on Graybar including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
417,WEC Energy Group,416,https://craft.co/wec-energy,wecenergygroup.com,"['Energy & Utilities', 'electricity', 'energy services', 'holding company', 'natural gas']","Milwaukee, US","7,509","WEC Energy Group has 7,509 employees at their 1 location and $7.52 B in annual revenue in FY 2019. See insights on WEC Energy Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
418,NVR,417,https://craft.co/nvr,nvrinc.com,"['Financial Services', 'Real Estate & Construction', 'home building', 'mortgages', 'residential real estate']","Reston, US","5,700","NVR has 5,700 employees at their 1 location and $7.39 B in annual revenue in FY 2019. See insights on NVR including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
419,Ulta Beauty,418,https://craft.co/ulta-beauty,ulta.com,"['Retail', 'consumer products & services', 'cosmetics', 'ecommerce', 'health & beauty']","Bolingbrook, US","18,000","Ulta Beauty has 18,000 employees at their 1 location and $5.88 B in annual revenue in FY 2017. See insights on Ulta Beauty including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
420,Devon Energy,419,https://craft.co/devon-energy,devonenergy.com,"['Energy & Utilities', 'mining', 'natural gas', 'oil & gas']","Oklahoma City, US","1,800","Devon Energy has 1,800 employees at their 1 location and $6.22 B in annual revenue in FY 2019. See insights on Devon Energy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
421,Blackstone Group,420,https://craft.co/blackstone-group-global,bgglobal.com,"['Business Products & Services', 'business intelligence', 'market research']","Chicago, US",206,"Blackstone Group has 206 employees at their 1 location. See insights on Blackstone Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
422,Dean Foods,421,https://craft.co/dean-foods,deanfoods.com,"['Food & Beverage', 'agricultural products', 'beverages', 'distribution', 'packaging', 'processed food']","Dallas, US","14,500","Dean Foods has 14,500 employees at their 1 location and $7.33 B in annual revenue in FY 2019. See insights on Dean Foods including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
423,Fortive,422,https://craft.co/fortive,fortive.com,"['Manufacturing & Industrial', 'Technology', 'electronics', 'enterprise software', 'manufacturing equipment', 'monitoring']","Everett, US","25,000","Fortive has 25,000 employees at their 1 location and $7.32 B in annual revenue in FY 2019. See insights on Fortive including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
424,UGI,423,https://craft.co/ugi-corporation,ugicorp.com,"['Energy & Utilities', 'distribution', 'electricity', 'energy services', 'holding company', 'hvac', 'natural gas', 'petroleum']","King of Prussia, US","12,800","UGI Corporation has 12,800 employees across 3 locations and $7.32 B in annual revenue in FY 2019. See insights on UGI Corporation including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
425,Burlington Stores,424,https://craft.co/burlington-stores,burlington.com,"['Retail', 'accessories', 'clothing', 'consumer goods', 'ecommerce', 'fashion', 'footwear', 'home improvement']","Burlington, US","47,000","Burlington Stores has 47,000 employees across 6 locations and $7.29 B in annual revenue in FY 2020. See insights on Burlington Stores including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
426,Builders FirstSource,425,https://craft.co/builders-firstsource,bldr.com,"['Manufacturing & Industrial', 'Retail', 'building materials', 'construction & design', 'consumer products & services', 'distribution', 'wood product']","Dallas, TX, US","15,800","Builders FirstSource has 15,800 employees at their 1 location and $7.28 B in annual revenue in FY 2019. See insights on Builders FirstSource including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
427,Toll Brothers,426,https://craft.co/toll-brothers,tollbrothers.com,"['Real Estate & Construction', 'construction & design', 'home building', 'luxury', 'residential real estate']","Horsham, US","5,100","Toll Brothers has 5,100 employees across 7 locations and $7.22 B in annual revenue in FY 2019. See insights on Toll Brothers including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
428,Old Republic International,427,https://craft.co/old-republic,oldrepublic.com,"['Financial Services', 'holding company', 'insurance']","Chicago, US","9,000","Old Republic has 9,000 employees across 2 locations and $7.21 B in annual revenue in FY 2019. See insights on Old Republic including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
429,Asbury Automotive Group,428,https://craft.co/asbury-automotive-group,asburyauto.com,"['Automotive & Transportation', 'Retail', 'auto dealers', 'auto parts', 'car insurance', 'car services', 'used cars', 'vehicles']","Duluth, US","8,500","Asbury Automotive Group has 8,500 employees at their 1 location and $7.21 B in annual revenue in FY 2019. See insights on Asbury Automotive Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
430,Arthur J. Gallagher,429,https://craft.co/arthur-j-hurley,hurleywire.com,"['Retail', 'cables', 'energy services']","Boston, MA, US",24,"Arthur J Hurley has 24 employees at their 1 location. See insights on Arthur J Hurley including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
431,MasTec,430,https://craft.co/mastec,mastec.com,"['Manufacturing & Industrial', 'Real Estate & Construction', 'construction & design', 'engineering', 'infrastructure']","Miami, US","21,000","MasTec has 21,000 employees across 4 locations and $7.18 B in annual revenue in FY 2019. See insights on MasTec including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
432,Owens Corning,431,https://craft.co/owens-corning,owenscorning.com,"['Manufacturing & Industrial', 'advanced materials', 'building materials']","Toledo, OH, US","19,000","Owens Corning has 19,000 employees across 118 locations and $7.16 B in annual revenue in FY 2019. See insights on Owens Corning including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
433,Magellan Health,432,https://craft.co/magellan-health,magellanhealth.com,"['Healthcare', 'medical imaging', 'pharma']","Scottsdale, US","10,500","Magellan Health has 10,500 employees across 2 locations and $7.16 B in annual revenue in FY 2019. See insights on Magellan Health including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
434,Dover,433,https://craft.co/dover,dovercorporation.com,"['Manufacturing & Industrial', 'conglomerates', 'engineering', 'machinery', 'manufacturing equipment']","Downers Grove, US","24,000","Dover has 24,000 employees across 6 locations and $7.14 B in annual revenue in FY 2019. See insights on Dover including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
435,Beacon Roofing Supply,434,https://craft.co/beacon-roofing-supply,becn.com,"['Retail', 'building materials', 'construction & design', 'distribution', 'home building']","Herndon, VA, US","7,582","Beacon Roofing Supply has 7,582 employees at their 1 location and $6.94 B in annual revenue in FY 2020. See insights on Beacon Roofing Supply including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
436,Avery Dennison,435,https://craft.co/avery-dennison-corporation,averydennison.com,"['Manufacturing & Industrial', 'coatings', 'packaging', 'printing']","Glendale, US","30,000","Avery Dennison has 30,000 employees across 224 locations and $7.07 B in annual revenue in FY 2019. See insights on Avery Dennison including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
437,Hanesbrands,436,https://craft.co/hanesbrands,hanes.com,"['Manufacturing & Industrial', 'Retail', 'accessories', 'clothing', 'consumer goods', 'ecommerce', 'footwear', 'sport']","Winston-Salem, US","63,000","HanesBrands has 63,000 employees across 2 locations and $6.97 B in annual revenue in FY 2019. See insights on HanesBrands including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
438,Packaging Corp. of America,437,https://craft.co/packaging-corporation-of-america,packagingcorp.com,"['Manufacturing & Industrial', 'packaging', 'paper and packaging']","Lake Forest, US","15,500","Packaging Corporation of America has 15,500 employees across 123 locations and $6.96 B in annual revenue in FY 2019. See insights on Packaging Corporation of America including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
439,M&T Bank,438,https://craft.co/t-t-materials,tandt-materials.com,"['Manufacturing & Industrial', 'distribution', 'metal products']","Rochester, NY, US",,"See insights on T & T Materials including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
440,NCR,439,https://craft.co/ncr-corporation,ncr.com,"['Business Products & Services', 'Technology', 'application software', 'enterprise software', 'fintech', 'it services', 'payments']","Atlanta, US","36,000","NCR Corporation has 36,000 employees across 195 locations and $6.92 B in annual revenue in FY 2019. See insights on NCR Corporation including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
441,Northern Trust,440,https://craft.co/northern-trust,northerntrust.com,"['Business Products & Services', 'Financial Services', 'banks', 'investment management']","Chicago, US","19,800","Northern Trust has 19,800 employees across 78 locations and $6.07 B in annual revenue in FY 2019. See insights on Northern Trust including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
442,Cintas,441,https://craft.co/cintas-corporation,cintas.com,"['Business Products & Services', 'Manufacturing & Industrial', 'clothing', 'compliance', 'facilities management', 'safety']","Mason, US","40,000","Cintas has 40,000 employees across 447 locations and $7.09 B in annual revenue in FY 2020. See insights on Cintas including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
443,Polaris,442,https://craft.co/polaris-windows-doors,polariswindows.com,[],"Youngstown, OH, US",,"See insights on Polaris including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
444,CMS Energy,443,https://craft.co/cms-energy,cmsenergy.com,"['Energy & Utilities', 'electricity', 'energy services', 'oil & gas']","Jackson, US","8,128","CMS Energy has 8,128 employees at their 1 location and $6.85 B in annual revenue in FY 2019. See insights on CMS Energy including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
445,Seaboard,444,https://craft.co/seaboard,seaboardcorp.com,"['Energy & Utilities', 'Food & Beverage', 'Manufacturing & Industrial', 'agritech', 'electricity', 'packaging']","Mission, US","13,100","Seaboard Corporation has 13,100 employees across 8 locations and $6.84 B in annual revenue in FY 2019. See insights on Seaboard Corporation including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
446,Intuit,445,https://craft.co/intuit,intuit.com,"['Technology', 'accounting', 'cloud', 'cloud services(SaaS)', 'enterprise software', 'financial management', 'tax']","Mountain View, US","9,400","Intuit has 9,400 employees across 19 locations and $7.68 B in annual revenue in FY 2020. See insights on Intuit including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
447,Regions Financial,446,https://craft.co/regions-financial,regions.com,"['Financial Services', 'banks', 'financial management', 'holding company', 'insurance', 'investment management', 'mortgages']","Birmingham, US","19,564","Regions Financial has 19,564 employees across 2 locations and $79 M in annual revenue in FY 2019. See insights on Regions Financial including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
448,FM Global,447,https://craft.co/fm-global,fmglobal.com,"['Financial Services', 'insurance']","Johnston, US","5,179","FM Global has 5,179 employees across 45 locations. See insights on FM Global including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
449,Advanced Micro Devices,448,https://craft.co/micro-interventional-devices,microinterventional.com,"['Healthcare', 'Technology', 'medical devices', 'surgical solutions']","Newtown, US",8,"Micro Interventional Devices has 7 employees at their 1 location and $23.75 m in total funding,. See insights on Micro Interventional Devices including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
450,Ovintiv,449,https://craft.co/ovintiv,ovintiv.com,"['Energy & Utilities', 'exploration & development', 'natural gas', 'oil & gas']","Denver, US","2,571","Ovintiv has 2,571 employees across 16 locations and $5.94 B in annual revenue in FY 2018. See insights on Ovintiv including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
451,Booz Allen Hamilton Holding,450,https://craft.co/booz-allen-hamilton,boozallen.com,"['Business Products & Services', 'Technology', 'app development', 'automation', 'cybersecurity', 'engineering', 'it consulting', 'it services']","McLean, US","27,200","Booz Allen Hamilton has 27,200 employees across 78 locations and $7.46 B in annual revenue in FY 2020. See insights on Booz Allen Hamilton including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
452,S&P Global,451,https://craft.co/a-p-s-metals,apsmetals.com,"['Retail', 'fabrication tools', 'metal products']","Euclid, US",3,"See insights on A P S Metals including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
453,Rockwell Automation,452,https://craft.co/rockwell-automation,rockwellautomation.com,"['Manufacturing & Industrial', 'Technology', 'automation', 'electronic components', 'enterprise software', 'platform', 'safety', 'sensors']","Milwaukee, US","23,000","Rockwell Automation has 23,000 employees across 193 locations and $6.69 B in annual revenue in FY 2019. See insights on Rockwell Automation including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
454,O-I Glass,453,https://craft.co/critical-i-o,criticalio.com,"['Technology', 'enterprise software', 'it services']","Irvine, US",10,"Critical I/O has 10 employees at their 1 location. See insights on Critical I/O including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
455,Wynn Resorts,454,https://craft.co/wynn-resorts,wynnresorts.com,"['Media & Entertainment', 'casinos', 'golf', 'hotels', 'luxury', 'resorts', 'restaurant']","Las Vegas, US","30,200","Wynn Resorts has 30,200 employees at their 1 location and $6.61 B in annual revenue in FY 2019. See insights on Wynn Resorts including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
456,Securian Financial Group,455,https://craft.co/securian-financial,securian.com,"['Financial Services', 'insurance', 'investment management']","Saint Paul, US","6,400","Securian Financial has 6,400 employees at their 1 location. See insights on Securian Financial including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
457,Alliance Data Systems,456,https://craft.co/alliance-data-systems,alliancedata.com,"['Business Products & Services', 'Marketing', 'adtech', 'direct marketing']","Columbus, US","8,500","Alliance Data Systems has 8,500 employees across 2 locations and $5.58 B in annual revenue in FY 2019. See insights on Alliance Data Systems including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
458,Weyerhaeuser,457,https://craft.co/weyerhaeuser,weyerhaeuser.com,"['Manufacturing & Industrial', 'Real Estate & Construction', 'building materials', 'mining', 'renewables', 'sustainability', 'wood product']","Seattle, US","9,400","Weyerhaeuser has 9,400 employees across 65 locations and $6.55 B in annual revenue in FY 2019. See insights on Weyerhaeuser including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
459,Brighthouse Financial,458,https://craft.co/brighthouse-financial,brighthousefinancial.com,"['Financial Services', 'insurance', 'life insurance']","Charlotte, US","1,330","Brighthouse Financial has 1,330 employees across 2 locations and $6.55 B in annual revenue in FY 2019. See insights on Brighthouse Financial including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
460,Intercontinental Exchange,459,https://craft.co/intercontinental-exchange,theice.com,"['Financial Services', 'brokerage', 'exchange', 'financial management', 'marketplace']","Atlanta, US","5,989","Intercontinental Exchange has 5,989 employees across 9 locations and $6.55 B in annual revenue in FY 2019. See insights on Intercontinental Exchange including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
461,American Axle & Manufacturing,460,https://craft.co/american-axle-manufacturing,aam.com,"['Automotive & Transportation', 'Manufacturing & Industrial', 'auto parts', 'mechanical components', 'metal products']","Detroit, US","20,000","American Axle & Manufacturing has 20,000 employees across 72 locations and $6.53 B in annual revenue in FY 2019. See insights on American Axle & Manufacturing including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
462,Hess,461,https://craft.co/hess,hess.com,"['Energy & Utilities', 'exploration & development', 'natural gas', 'oil', 'oil & gas']","New York, US","1,775","Hess has 1,775 employees across 7 locations and $6.51 B in annual revenue in FY 2019. See insights on Hess including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
463,ABM Industries,462,https://craft.co/abm-industries,abm.com,"['Real Estate & Construction', 'electricity', 'engineering', 'facilities management', 'hvac']","New York, US","140,000","ABM Industries has 140,000 employees across 80 locations and $6.50 B in annual revenue in FY 2019. See insights on ABM Industries including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
464,Activision Blizzard,463,https://craft.co/activision-blizzard,activisionblizzard.com,"['Media & Entertainment', 'Technology', 'games', 'publishing']","Santa Monica, US","9,080","Activision Blizzard has 9,080 employees across 23 locations and $6.49 B in annual revenue in FY 2019. See insights on Activision Blizzard including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
465,GameStop,464,https://craft.co/gamestop,gamestop.com,"['Media & Entertainment', 'Retail', 'consumer electronics', 'distribution', 'games']","Grapevine, US","14,000","Gamestop has 14,000 employees at their 1 location and $8.61 B in annual revenue in FY 2016. See insights on Gamestop including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
466,Apache,465,https://craft.co/apache-corporation,apachecorp.com,"['Energy & Utilities', 'exploration & development', 'natural gas', 'oil', 'oil & gas']","Houston, US","3,163","Apache Corporation has 3,163 employees across 5 locations and $6.41 B in annual revenue in FY 2019. See insights on Apache Corporation including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
467,Science Applications International,466,https://craft.co/science-and-technology-applications,sci-tech-apps.com,"['Technology', 'delivery']","Simi Valley, CA, US",2,"Science and Technology Applications has 2 employees across 2 locations. See insights on Science and Technology Applications including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
468,AK Steel Holding,467,https://craft.co/ak-steel,aksteel.com,[],"West Chester, US",,"AK Steel $6.36 B in annual revenue in FY 2019. See insights on AK Steel including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
469,Dillard's,468,https://craft.co/dillards,dillards.com,"['Retail', 'accessories', 'clothing', 'cosmetics', 'ecommerce', 'fashion', 'footwear']","Little Rock, US","23,010","Dillard's has 23,010 employees across 3 locations and $6.26 B in annual revenue in FY 2016. See insights on Dillard's including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
470,Ralph Lauren,469,https://craft.co/ralph-lauren,ralphlauren.com,"['Manufacturing & Industrial', 'Retail', 'accessories', 'clothing', 'fashion', 'interior design']","New York, US","13,700","Ralph Lauren has 13,700 employees across 20 locations and $6.16 B in annual revenue in FY 2020. See insights on Ralph Lauren including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
471,Celanese,470,https://craft.co/celanese,celanese.com,"['Manufacturing & Industrial', 'chemicals', 'engineering', 'polymers']","Irving, US","7,714","Celanese has 7,714 employees across 6 locations and $6.30 B in annual revenue in FY 2019. See insights on Celanese including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
472,R.R. Donnelley & Sons,471,https://craft.co/r-s-monger-and-sons,mongerlumber.com,"['Retail', 'building materials', 'construction equipment', 'flooring', 'wood product']","Harrisonburg, VA, US",16,"R. S. Monger & Sons has 16 employees at their 1 location. See insights on R. S. Monger & Sons including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
473,Zoetis,472,https://craft.co/zoetis,zoetis.com,"['Healthcare', 'biotech', 'drug development', 'medical diagnostics', 'pets', 'pharma', 'veterinary']","Parsippany-Troy Hills, US","10,600","Zoetis has 10,600 employees across 51 locations and $6.26 B in annual revenue in FY 2019. See insights on Zoetis including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
474,Ascena Retail Group,473,https://craft.co/ascena-retail-group,ascenaretail.com,"['Retail', 'clothing', 'distribution', 'fashion']","Mahwah, US","13,000","Ascena Retail Group has 13,000 employees across 2 locations and $5.49 B in annual revenue in FY 2019. See insights on Ascena Retail Group including office locations, competitors, revenue, financials, executives, subsidiaries and more at Craft.",02/12/2020
